"finn_id","title","price","size_sqm","rooms","address","neighborhood","property_type","year_built","broker","url","scraped_at","lat","lon","category","category_confidence","category_reasoning","classified_at","standard","standard_confidence","standard_reasoning"
"460008192","Torshov - En sjelden mulighet på Torshov Torg | 3-roms + hybel | To balkonger på totalt 20 m² | Garasjeplass på fast dekke*",9584840,97,4,"Sandakerveien 22C, Oslo","Sandaker","Leilighet",2012,"Otg","https://www.finn.no/realestate/homes/ad.html?finnkode=460008192","2026-04-20T15:17:17",NA,NA,"Central urban","high","Torshov is a central investment/student area, 4 rooms at ~99k NOK/m², excellent location but mid-range price places it in central urban rather than luxury.","2026-04-20T15:41:08","Good standard","medium","Built 2012, modern construction suggesting good standard. No explicit renovation keywords but relatively recent build date and price/m² of ~99k indicate functional contemporary condition."
"460648569","Røa - Familieidyll på Røa - Vertikaldelt tomannsbolig - Stor hage - Terrasse - Barnevennnlige omgivelser - Biloppstilling",13838590,154,4,"Bjerkebakken 55, Oslo","Bjerke","Tomannsbolig",1955,"Meglervisning","https://www.finn.no/realestate/homes/ad.html?finnkode=460648569","2026-04-20T15:17:17",NA,NA,"Family home","high","Suburban Røa location, detached twin house (tomannsbolig) with 4 rooms, large garden, and family-friendly setting with car parking.","2026-04-20T15:41:08","Good standard","medium","Built 1955, described as family-friendly with practical amenities but no renovation keywords. Price/m² of ~90k and age suggest well-maintained but not recently comprehensively updated."
"460673586","Kampen - Råflott & arkitekttegnet 2 (3)-R toppleil | 12. etg med heis | 6 m² Balkong | Nydelig utsikt | Bad 2020 / kjøkken 2019",5780121,56,2,"Hølandsgata 1 A, Oslo",NA,"Leilighet",1966,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=460673586","2026-04-20T15:17:17",NA,NA,"Student / young professional","high","Kampen is central location, small 2-room apartment (56 m²), price ~103k NOK/m², modern updates suit young professionals or students.","2026-04-20T15:41:08","High standard","high","Recent bathroom (2020) and kitchen (2019) updates with high price/m² (~103k) and 'Råflott' (very nice) description indicate recent modernization meeting high standard criteria."
"459239516","Stor renovert leilighet i Gimlekomplekset - Unikt kjøkken - 3 stuer - 2 soverom en suite - Høy standard - *Gode p-mulig.",23371380,184,6,"Bygdøy allé 38, Oslo",NA,"Leilighet",1920,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=459239516","2026-04-20T15:17:17",NA,NA,"Luxury","high","Price >23M NOK, Gimlekomplekset at Bygdøy allé is prestigious address, 6 rooms/184 m² with high-standard renovation clearly luxury property.","2026-04-20T15:41:08","High standard","high","Explicitly described as 'renovert', 'høy standard', with unique kitchen and modern bathroom. High price/m² of ~127k and descriptors point to recently upgraded property meeting high standard."
"453931872","VETTAKOLLEN - Vakker enebolig med fantastisk barnevennlig beliggenhet, egen inng. til u.etg., skjermet fin hage, 2 garasjeplasser",17337490,215,4,"Skogryggveien 18D, Oslo",NA,"Enebolig",2013,"Sem & Johnsen","https://www.finn.no/realestate/homes/ad.html?finnkode=453931872","2026-04-20T15:17:17",NA,NA,"Family home","high","Vettakollen detached house (enebolig), 215 m², 4 rooms, 2 garages, family-friendly garden setting, suburban location typical of family homes.","2026-04-20T15:41:08","Good standard","medium","Built 2013, modern construction with 'vakker' (beautiful) description and good amenities. Price/m² of ~81k suggests good standard contemporary condition without explicit luxury designation."
"460580830","Majorstuen - Lekker 1-roms eierseksjon i 5 etasje m/alkove - Heis - V.vann & fyring inkl. i fk. - Felles takterrasse & balkonger",4613890,40,1,"Majorstuveien 34, Oslo",NA,"Leilighet",1931,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460580830","2026-04-20T15:17:17",NA,NA,"Student / young professional","high","Majorstuen central location, small 1-room apartment (40 m²), price ~115k NOK/m², good public transport access, suitable for young professionals.","2026-04-20T15:41:08","Good standard","medium","Built 1931 with 'lekker' description and modern amenities. High price/m² (~115k) suggests premium location but no explicit renovation keywords, indicating well-maintained older property."
"457124873","Jessenløkken/Fagerborg - Lys og lekker 3(4)-roms på populære Jessenløkken | Toppleilighet med høy standard | Flott og skjermet bakhage | ",11471130,117,3,"Jonas Reins gate 6, Oslo",NA,"Leilighet",1922,"Nordvik","https://www.finn.no/realestate/homes/ad.html?finnkode=457124873","2026-04-20T15:17:17",NA,NA,"Luxury","high","Price >11M NOK, Fagerborg/Jessenløkken prestigious address, 3-4 rooms, top-floor apartment with high standard and garden qualifies as luxury.","2026-04-20T15:41:08","High standard","high","Explicitly described as 'høy standard' (high standard) and 'lekker' (nice). Price/m² of ~98k and topfloor positioning with modern descriptors indicate recently updated, well-finished property."
"460255761","Gjennomgående & innholdsrik 2-roms topp- og endeleilighet i 5. etg. Solrik balkong på 6 m². Populær beliggenhet!",5996261,68,2,"Birch-Reichenwalds gate 27B, Oslo",NA,"Leilighet",1961,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460255761","2026-04-20T15:17:17",NA,NA,"Student / young professional","high","2-room apartment at 5.99M NOK in central Oslo (Birch-Reichenwalds gate), well-positioned price and size for young professionals or students, mid-range price point.","2026-04-20T15:41:15","Average / dated","medium","Built in 1961 with no mention of renovation. The title indicates it is spacious and well-located, but the age and lack of explicit renovation keywords suggest dated finishes rather than modern updating."
"460143313","Nordstrand/Bekkelaget - Del av tomannsbolig m/ 4 sov. og eneboligfølelse | Vestvendt balkong m/ fjordutsikt | Dobbelgarasje | Egen hage",14268490,226,4,"Steinhammerveien 15, Oslo",NA,"Tomannsbolig",1950,"Krogsveen","https://www.finn.no/realestate/homes/ad.html?finnkode=460143313","2026-04-20T15:17:17",NA,NA,"Luxury","high","Price 14.27M NOK exceeds luxury threshold, 4-room tomannsbolig with fjord views, garage, garden, and premium suburban location (Nordstrand/Bekkelaget).","2026-04-20T15:41:15","Average / dated","medium","Built in 1950 with no renovation mentioned. The relatively low price/m² (63,135 NOK/m²) and age without explicit modernization suggest functional but outdated condition."
"412475045","5 SOLGT - Åtte eksklusive arkitekttegnede boliger i Ullernåsen | Takterrasser med fjordutsikt | Underjordiske garasje",NA,NA,NA,"Gregers Grams vei 4, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/project/ad.html?finnkode=412475045","2026-04-20T15:17:17",NA,NA,"New development","high","Eight exclusive architect-designed homes (nybygg) with roof terraces, fjord views, and underground garage; clearly a new development project.","2026-04-20T15:41:15","Luxury finish","medium","The title mentions 'eksklusive arkitekttegnede boliger' (exclusive architect-designed homes) with terraces and fjord views, which are strong indicators of luxury finish, though insufficient description limits confidence."
"459313471","Solrik 3-roms i toppetasje m/ heis | Innglasset balkong 16 kvm | Garasje | Fjordgløtt | Usjenert | Oppussing",2745494,97,3,"Kantarellen terrasse 13, Oslo",NA,"Leilighet",1991,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=459313471","2026-04-20T15:17:17",NA,NA,"Renovation","high","Explicitly states 'Oppussing' (renovation needed) in title, budget price 2.74M NOK for 97 m² (28k NOK/m²) indicates renovation project.","2026-04-20T15:41:15","Renovation project","high","The title explicitly includes 'Oppussing' (renovation), and the very low price/m² of 28,304 NOK/m² is well below typical Oslo standards, indicating a property requiring significant work."
"460236628","Nyhet på Rosenhoff - Super førstegangsleilighet | Effektiv, gj.gående 1-roms m/kjøkken i eget rom | Høy 1 etg | Nymalt| Lave fellesutgifter",3283163,27,2,"Trondheimsveien 164 C, Oslo",NA,"Leilighet",1937,"EIE Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460236628","2026-04-20T15:17:17",NA,NA,"Starter / budget","high","Small 27 m² first-time buyer property at 3.28M NOK, explicitly marketed as 'førstegangsleilighet' (first-time apartment), low price point under 3.5M threshold.","2026-04-20T15:41:15","Good standard","medium","Built in 1937 but described as 'Nyhet' (new listing) with 'Nymalt' (newly painted), suggesting basic maintenance. The price/m² (121,599 NOK/m²) is reasonable for Oslo, indicating functional but not extensively renovated condition."
"404491750","4 nye leil. med høy std - Direkte heisadk. - Parkering - Solrikt - Utsikt* - Balkong/ terr. - Bygging startet - 3 SOLGT",NA,NA,NA,"Kongsveien 80 B, Oslo",NA,NA,NA,NA,"https://www.finn.no/realestate/project/ad.html?finnkode=404491750","2026-04-20T15:17:17",NA,NA,"New development","high","Four new apartments with high standard ('nye leil. med høy std'), direct elevator access, construction started, clearly a new development project.","2026-04-20T15:41:15","High standard","medium","Title explicitly states '4 nye leil. med høy std' (4 new apartments with high standard), and mentions direct elevator access, parking, and terraces typical of new construction with modern finishes."
"460249697","FAMILIEBOLIG PÅ TØYEN - Lekker og unik bolig o/2 plan. 3 solrike uteplasser. Garasje m/lader. Heis. Takterrasse med utsikt. Sentralt og rolig!",11433440,140,4,"Jens Bjelkes gate 71, Oslo",NA,"Leilighet",2006,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460249697","2026-04-20T15:17:17",NA,NA,"Luxury","high","Price 11.43M NOK in premium category, 4-room family property with multiple outdoor spaces, elevator, roof terrace with views, premium central location (Tøyen).","2026-04-20T15:41:15","High standard","high","Built in 2006 with descriptions of 'lekker' (nice) and unique design across 2 plans with multiple outdoor spaces, garasje med lader, and terraces suggest well-maintained, modern standard renovation or original quality."
"460302374","Ekebergskrenten - Lys og romslig 3-roms med fantastisk utsikt | Solrik nordvestvendt balkong | Overflateoppusset 2026 | Garasjeleie",6331087,70,3,"Ekebergveien 13, Oslo",NA,"Leilighet",1965,"Aktiv Eiendomsmegling","https://www.finn.no/realestate/homes/ad.html?finnkode=460302374","2026-04-20T15:17:17",NA,NA,"Central urban","high","3-room apartment at 6.33M NOK in Ekeberg, mid-range price with excellent views and light, central Oslo location without luxury premium.","2026-04-20T15:41:15","Good standard","high","Built in 1965 but explicitly described as 'Overflateoppusset 2026' (surface renovated 2026), indicating recent cosmetic updates. This suggests good functional condition rather than full renovation."
"455755460","Majorstuen/Volvat - Pen, gjennomgående og tilbaketrukket 3-roms med balkong, vedovn, parkmessige uteområder, attraktiv beliggenhet",6842373,75,2,"Sørkedalsveien 23A, Oslo",NA,"Leilighet",1951,"PrivatMegleren","https://www.finn.no/realestate/homes/ad.html?finnkode=455755460","2026-04-20T15:17:17",NA,NA,"Central urban","high","3-room apartment at 6.84M NOK in Majorstuen/Volvat, mid-range central Oslo address with attractive location, not reaching luxury threshold.","2026-04-20T15:41:15","Average / dated","medium","Built in 1951 with description 'Pen' (nice) but no explicit renovation mentioned. The age, lack of modernization keywords, and typical Oslo price/m² suggest well-maintained but dated finishes."
"460131187","Idyllisk på Øvre Grünerløkka/Torshov - Moderne og nyere 3-roms selveier fra 2024 i Torshovh",7177740,61,3,"Sandakerveien 56F, 0477 Oslo","Sandaker","Leilighet",2024,"Meglervisning","https://www.finn.no/realestate/homes/ad.html?finnkode=460131187","2026-04-20T15:17:17",NA,NA,"New development","high","Built 2024 ('nyere 3-roms selveier fra 2024'), modern new development in Grünerløkka/Torshov, explicitly states contemporary construction.","2026-04-20T15:41:15","High standard","high","Built in 2024 and described as 'Moderne og nyere' (modern and newer), indicating new construction with contemporary finishes and high-quality standards throughout."
"460646484","Løren - Ettertraktet 3-roms selveier fra 2021 | Solrik balkong | Kun TG1 | Heis | Á-konto oppvarming/v.vann | Kort vei til ""alt""",6653340,63,3,"Lørenvangen 23 B, Oslo",NA,"Leilighet",2021,"Tinholt","https://www.finn.no/realestate/homes/ad.html?finnkode=460646484","2026-04-20T15:17:17",NA,NA,"Central urban","high","3-room apartment in Løren (central Oslo district) built 2021, mid-range price 6.65M NOK, modern with good amenities but not luxury or waterfront.","2026-04-20T15:41:22","High standard","high","Built in 2021 with modern amenities (heis, underfloor heating), solrik balkong, and high price/m² (105k) indicate a newly constructed building with contemporary finishes."
"460542272","Grünerløkka - Sjarmerende 3-roms i vakre Gråbeinkvartalet | Idyllisk balkong mot indre gårdsrom | Unik og barnevennlig bakgård",5890748,60,3,"Lakkegata 71B, Oslo",NA,"Leilighet",1892,"Partners","https://www.finn.no/realestate/homes/ad.html?finnkode=460542272","2026-04-20T15:17:17",NA,NA,"Central urban","high","Charming 3-room in Grünerløkka (central Oslo district), mid-range price 5.89M NOK, historic building with appealing character in sought-after area.","2026-04-20T15:41:22","Good standard","medium","1892 building described as 'sjarmerende' and 'vakre' with no explicit renovation mention; high price/m² (98k) suggests well-maintained but likely original period features."
